Seed,Model,Ne
71,control,16173
72,control,23171
73,control,36063
74,control,28427
75,control,31535
76,control,33705
77,control,40468
78,control,42443
79,control,24529
8,control,23377
80,control,18461
81,control,31492
82,control,12753
83,control,19795
84,control,22470
85,control,13491
86,control,28714
87,control,24565
88,control,12519
89,control,15697
9,control,52233
90,control,19723
91,control,26448
92,control,36899
93,control,74904
94,control,29405
95,control,13500
96,control,16797
97,control,15386
98,control,15225
99,control,18065
1,intervention,27385
10,intervention,31748
100,intervention,15740
101,intervention,24535
102,intervention,20362
103,intervention,46703
104,intervention,22135
105,intervention,41511
106,intervention,11606
107,intervention,14128
108,intervention,12029
109,intervention,19691
11,intervention,34269
110,intervention,40611
111,intervention,21341
112,intervention,93880
113,intervention,16145
114,intervention,40116
115,intervention,15460
116,intervention,19056
117,intervention,29591
118,intervention,94498
119,intervention,31523
12,intervention,33617
120,intervention,19676
121,intervention,17526
122,intervention,20234
123,intervention,13228
124,intervention,19092
125,intervention,67692
126,intervention,27829
127,intervention,32977
128,intervention,48919
129,intervention,19117
13,intervention,23431
130,intervention,79950
131,intervention,54369
132,intervention,11455
133,intervention,35063
134,intervention,26906
135,intervention,31770
136,intervention,26461
137,intervention,19446
138,intervention,43794
139,intervention,66259
14,intervention,22420
140,intervention,19991
141,intervention,140681
142,intervention,45605
143,intervention,25057
144,intervention,22727
145,intervention,27473
146,intervention,16022
147,intervention,23671
148,intervention,28709
149,intervention,68884
15,intervention,13917
150,intervention,35872
151,intervention,17728
152,intervention,31871
153,intervention,12846
154,intervention,21670
155,intervention,13351
156,intervention,19059
157,intervention,36509
158,intervention,35096
159,intervention,11982
16,intervention,30703
160,intervention,13562
161,intervention,15371
162,intervention,29778
163,intervention,51649
164,intervention,36607
165,intervention,27990
166,intervention,39918
167,intervention,31769
168,intervention,27715
169,intervention,27669
17,intervention,36421
170,intervention,15047
171,intervention,17332
172,intervention,18660
173,intervention,22267
174,intervention,16449
175,intervention,13113
176,intervention,22439
177,intervention,28317
178,intervention,17565
179,intervention,14267
18,intervention,51745
180,intervention,20217
181,intervention,19468
182,intervention,17531
183,intervention,21322
184,intervention,34053
185,intervention,12865
186,intervention,31163
187,intervention,7564
188,intervention,15052
189,intervention,12571
19,intervention,31368
190,intervention,59585
191,intervention,37035
192,intervention,15699
193,intervention,17960
194,intervention,56817
195,intervention,17698
196,intervention,34240
197,intervention,25733
198,intervention,27161
199,intervention,31229
2,intervention,20599
20,intervention,116400
200,intervention,24196
21,intervention,15312
22,intervention,25620
23,intervention,17426
24,intervention,30433
25,intervention,27775
26,intervention,19354
27,intervention,30375
28,intervention,36744
29,intervention,61128
3,intervention,8706
30,intervention,34694
31,intervention,63419
32,intervention,23921
33,intervention,22678
34,intervention,14257
35,intervention,12818
36,intervention,29742
37,intervention,48317
38,intervention,32789
39,intervention,52920
4,intervention,38736
40,intervention,23367
41,intervention,11469
42,intervention,36197
43,intervention,27888
44,intervention,35790
45,intervention,19102
46,intervention,18063
47,intervention,28142
48,intervention,19902
49,intervention,33054
5,intervention,24294
50,intervention,59549
51,intervention,11642
52,intervention,28645
53,intervention,21724
54,intervention,21244
55,intervention,18599
56,intervention,58839
57,intervention,26364
58,intervention,23050
59,intervention,28131
6,intervention,51793
60,intervention,20788
61,intervention,21195
62,intervention,24798
63,intervention,17864
64,intervention,39526
65,intervention,49532
66,intervention,41160
67,intervention,21522
68,intervention,36024
69,intervention,29381
7,intervention,16617
70,intervention,36499
71,intervention,29649
72,intervention,29182
73,intervention,23961
74,intervention,24643
75,intervention,25144
76,intervention,45690
77,intervention,34950
78,intervention,20301
79,intervention,11258
8,intervention,39699
80,intervention,37194
81,intervention,15350
82,intervention,14698
83,intervention,29291
84,intervention,33676
85,intervention,16066
86,intervention,21133
87,intervention,12608
88,intervention,19423
89,intervention,23480
9,intervention,60235
90,intervention,25414
91,intervention,31552
92,intervention,24584
93,intervention,38938
94,intervention,13726
95,intervention,20086
96,intervention,33509
97,intervention,54781
98,intervention,43030
99,intervention,22640
