Time,N,Seed,Model,Value
18,30,109,intervention,0.07850458603657465
21,10,109,intervention,0.00858890300619253
21,30,109,intervention,0.01453041223602332
24,10,109,intervention,0.04788740081146833
24,30,109,intervention,0.03560645613720135
27,10,109,intervention,0.02399552532478455
27,30,109,intervention,0.04297987074569161
30,10,109,intervention,0.05083742265818068
30,30,109,intervention,0.03788090676529795
33,10,109,intervention,-0.00880535038534473
33,30,109,intervention,0.02681951412687889
36,10,109,intervention,0.00746406126883853
36,30,109,intervention,0.01176519762798403
39,10,109,intervention,0.02048002494066806
39,30,109,intervention,0.04487089982398579
42,10,109,intervention,0.00502631318715415
42,30,109,intervention,0.02120963683000602
45,10,109,intervention,0.00137392709877079
45,30,109,intervention,0.00537915912792759
48,10,109,intervention,0.04805070024190113
48,30,109,intervention,0.04153413339959663
0,10,11,intervention,0.01469692344261245
0,30,11,intervention,0.0393560620672974
3,10,11,intervention,0.02345404077435865
3,30,11,intervention,0.02856354158890205
6,10,11,intervention,-0.03155500330495794
6,30,11,intervention,0.05533558324108577
9,10,11,intervention,0.03281944389590893
9,30,11,intervention,0.07611652511043657
12,10,11,intervention,0.04830243138159301
12,30,11,intervention,0.08664894473261839
15,10,11,intervention,-0.01822567460205599
15,30,11,intervention,0.07066885922516995
18,10,11,intervention,0.00417092430499845
18,30,11,intervention,0.06051749646984534
21,10,11,intervention,-0.02696842389006866
21,30,11,intervention,0.00862566620656476
24,10,11,intervention,0.03058732223667291
24,30,11,intervention,0.0118178605687025
27,10,11,intervention,-0.02180162478288801
27,30,11,intervention,0.01144005265185304
30,10,11,intervention,0.0359037691198736
30,30,11,intervention,-0.01595443620262659
33,10,11,intervention,0.03491224742297624
33,30,11,intervention,0.00328933949645071
36,10,11,intervention,0.03415029628624219
36,30,11,intervention,-0.05206646248714938
39,10,11,intervention,0.00407783643253723
39,30,11,intervention,-0.04477347692240048
42,10,11,intervention,0.00429110023913807
42,30,11,intervention,-0.02818295005182116
45,10,11,intervention,-0.01248437945271601
45,30,11,intervention,-0.04230936793822115
48,10,11,intervention,-0.0017465032849878
48,30,11,intervention,-0.098242733074331845
0,10,110,intervention,-0.04232059889927822
0,30,110,intervention,-0.03765339507326423
3,10,110,intervention,-0.05492623288327228
3,30,110,intervention,-0.09846737326792998
6,10,110,intervention,-0.01798295143917821
6,30,110,intervention,-0.05380337353966023
9,10,110,intervention,-0.04268242303727285
9,30,110,intervention,-0.02868438853855796
12,10,110,intervention,-0.08556509142470943
12,30,110,intervention,-0.06734657917574119
15,10,110,intervention,-0.05495203218560543
15,30,110,intervention,-0.04053072069081278
18,10,110,intervention,-0.04823097234003045
18,30,110,intervention,-0.02643411676507952
21,10,110,intervention,-0.05454223962728759
21,30,110,intervention,-0.08015398987400411
24,10,110,intervention,0.06112826424639114
24,30,110,intervention,-0.04622584631874441
27,10,110,intervention,-0.03085205372629098
27,30,110,intervention,-0.07991419080720301
30,10,110,intervention,-0.10113406042656978
30,30,110,intervention,-0.06240053005627791
33,10,110,intervention,-0.02883155742699842
33,30,110,intervention,-0.08662292762419851
36,10,110,intervention,-0.07397997023271703
36,30,110,intervention,-0.08925442398211868
39,10,110,intervention,-0.04971006457052695
39,30,110,intervention,-0.10528677864084536
42,10,110,intervention,-0.07920610119587483
42,30,110,intervention,-0.12043981035284528
45,10,110,intervention,-0.07618679116318113
45,30,110,intervention,-0.11670714272097885
48,10,110,intervention,-0.09000405499822382
48,30,110,intervention,-0.1079215408729554
0,10,111,intervention,-0.02761350120228793
0,30,111,intervention,0.07331482247572992
3,10,111,intervention,-0.00440345191156802
3,30,111,intervention,0.06718402022903078
6,10,111,intervention,0.02187491787755025
6,30,111,intervention,0.08274577402596803
9,10,111,intervention,-0.0025408980419628
9,30,111,intervention,0.07282893119591974
12,10,111,intervention,0.04478299165562365
12,30,111,intervention,0.0625129974632427
15,10,111,intervention,0.06092156987869705
15,30,111,intervention,0.07047665086928659
18,10,111,intervention,-0.03039309172645411
18,30,111,intervention,0.03161473824071705
21,10,111,intervention,0.02926395420832749
21,30,111,intervention,0.03096476182557
24,10,111,intervention,0.01541234269800934
24,30,111,intervention,0.02262672507766386
27,10,111,intervention,0.08873090618784113
27,30,111,intervention,0.03504698952042866
30,10,111,intervention,0.01468803526916068
30,30,111,intervention,-0.00219414304748984
33,10,111,intervention,-0.01599746114727568
33,30,111,intervention,6.9993223915953e-4
36,10,111,intervention,-0.02527851367440491
36,30,111,intervention,-0.03789896199645948
39,10,111,intervention,0.07290347014004742
39,30,111,intervention,0.03296498773243993
42,10,111,intervention,-0.01951572308804541
42,30,111,intervention,0.02304140236252818
45,10,111,intervention,-0.04284454767322631
45,30,111,intervention,0.01268596019367129
48,10,111,intervention,-0.05127444613177631
48,30,111,intervention,-0.04077472376326914
0,10,112,intervention,0.04673065447980586
0,30,112,intervention,0.08254683173494225
3,10,112,intervention,0.05359973818835623
3,30,112,intervention,0.08940281777939069
6,10,112,intervention,0.02276182390389502
6,30,112,intervention,0.04756298622557548
9,10,112,intervention,0.03870243034660755
9,30,112,intervention,0.09851400992736542
12,10,112,intervention,0.02366656760613807
12,30,112,intervention,0.07108669515131372
15,10,112,intervention,0.06578212904647258
15,30,112,intervention,0.09682992089823476
18,10,112,intervention,0.04960472854202438
18,30,112,intervention,0.02628139064627201
21,10,112,intervention,0.01643098861846145
21,30,112,intervention,0.04460232579878401
24,10,112,intervention,0.05850900111039707
24,30,112,intervention,0.08530140908946238
27,10,112,intervention,0.0176237575783523
27,30,112,intervention,0.09622579022434966
30,10,112,intervention,0.05145712926180793
30,30,112,intervention,0.0628702132689395
33,10,112,intervention,-0.00624119566672958
33,30,112,intervention,0.03656946148090913
36,10,112,intervention,0.07448520227340756
36,30,112,intervention,0.07718481526654677
39,10,112,intervention,0.0724133747581217
39,30,112,intervention,0.05880154321310339
42,10,112,intervention,0.03576054167502714
42,30,112,intervention,0.07058641751866636
45,10,112,intervention,0.0106097682092686
45,30,112,intervention,0.06699894872266404
48,10,112,intervention,0.05515745730034416
48,30,112,intervention,0.04340582474439231
0,10,113,intervention,-0.02352356110723089
0,30,113,intervention,-0.02998697467523667
3,10,113,intervention,-0.03893422699517743
3,30,113,intervention,0.00918950814533658
6,10,113,intervention,-0.03731470418891992
6,30,113,intervention,-0.03070869661749043
9,10,113,intervention,-0.03550489030071153
9,30,113,intervention,-0.05916067952729382
12,10,113,intervention,-0.03035837217343088
12,30,113,intervention,-0.00763968548582407
15,10,113,intervention,-0.03058880913710178
15,30,113,intervention,0.01366138706288164
18,10,113,intervention,-0.02930588283363079
18,30,113,intervention,0.01701258260514841
21,10,113,intervention,-0.03593469211464118
21,30,113,intervention,-0.0833734292918111
24,10,113,intervention,-0.0699597364293544
24,30,113,intervention,-0.05456941284685795
27,10,113,intervention,-0.03468447093655163
27,30,113,intervention,-0.05520692367665406
30,10,113,intervention,-0.07828493369128217
30,30,113,intervention,-0.02919701656774262
33,10,113,intervention,-0.0929573685898432
33,30,113,intervention,-0.03640818234151685
36,10,113,intervention,-0.05596212584712658
36,30,113,intervention,-0.0418647347008582
39,10,113,intervention,-0.05371910295612295
39,30,113,intervention,-0.03524450330919481
42,10,113,intervention,-0.05647237003811937
42,30,113,intervention,-0.02911021170541871
45,10,113,intervention,-0.11783783933720474
45,30,113,intervention,-0.13357764005956713
48,10,113,intervention,-0.05744182071515699
48,30,113,intervention,-0.097147737077769
0,10,114,intervention,0.08856891857654052
0,30,114,intervention,0.1744786341828075
3,10,114,intervention,0.03064690177326377
3,30,114,intervention,0.09351621618264754
6,10,114,intervention,0.00579287736389445
6,30,114,intervention,0.07289795389564836
9,10,114,intervention,0.02936860387536112
9,30,114,intervention,0.124440443174795
12,10,114,intervention,-0.11401397371005444
12,30,114,intervention,0.08789303534556157
15,10,114,intervention,0.0073851575852989
15,30,114,intervention,0.05504360212247854
18,10,114,intervention,-0.01345428455704732
18,30,114,intervention,0.05615101593948764
21,10,114,intervention,-0.02243796253675263
21,30,114,intervention,0.12972981742644307
24,10,114,intervention,0.15213318770597603
24,30,114,intervention,0.02041502487531936
27,10,114,intervention,0.07917558708005736
27,30,114,intervention,0.03254097940130169
30,10,114,intervention,0.02307821764433667
30,30,114,intervention,0.05791052509319181
33,10,114,intervention,0.03790432609975933
33,30,114,intervention,0.06920678210565777
36,10,114,intervention,-0.01838764564378684
36,30,114,intervention,-0.0857119555610874
39,10,114,intervention,0.01619467965750569
39,30,114,intervention,-0.0786869877566014
42,10,114,intervention,-0.2252958198709999
42,30,114,intervention,-0.04983234862328785
45,10,114,intervention,0.01744114135904306
45,30,114,intervention,-0.04258955875562872
48,10,114,intervention,0.05217206039090283
48,30,114,intervention,0.00238450662577117
0,10,115,intervention,0.07031979180203603
0,30,115,intervention,0.12183591138233252
3,10,115,intervention,0.02847329717315386
3,30,115,intervention,0.10194308539053912
6,10,115,intervention,0.08177624794251424
6,30,115,intervention,0.09614598787697344
9,10,115,intervention,0.0498799143033358
9,30,115,intervention,0.08378873905773603
12,10,115,intervention,0.07470716126623701
12,30,115,intervention,0.08819773918801503
15,10,115,intervention,0.05649099188200256
15,30,115,intervention,0.10801073066799752
18,10,115,intervention,0.08268286424641981
18,30,115,intervention,0.05086735254249956
21,10,115,intervention,0.0344572249267802
21,30,115,intervention,0.01014850853026004
24,10,115,intervention,-0.01276305507622214
24,30,115,intervention,0.02698434033993092
27,10,115,intervention,-4.292327299324e-4
27,30,115,intervention,0.04914411825306643
30,10,115,intervention,0.04870687564299003
30,30,115,intervention,-0.00716681302018322
33,10,115,intervention,0.01992025395662397
33,30,115,intervention,-0.01933525628630775
36,10,115,intervention,0.04679740487669281
36,30,115,intervention,0.00618411430617724
39,10,115,intervention,-0.05382826787824003
39,30,115,intervention,-0.03831567415395791
42,10,115,intervention,9.6805668254166e-4
42,30,115,intervention,0.03366168072668168
45,10,115,intervention,-0.02921498409461938
45,30,115,intervention,-0.01958562898977869
48,10,115,intervention,0.00160598285902627
48,30,115,intervention,-0.01401311604782659
0,10,116,intervention,0.07740452000133449
0,30,116,intervention,0.06124762224350272
3,10,116,intervention,0.01436327391920336
3,30,116,intervention,0.05308368428319908
6,10,116,intervention,0.05042659232066373
6,30,116,intervention,0.11004072292663994
9,10,116,intervention,0.07249083765581488
9,30,116,intervention,0.0707024843889598
12,10,116,intervention,-0.05371322430721913
12,30,116,intervention,0.0785129891267658
15,10,116,intervention,0.00761062092632211
15,30,116,intervention,0.03850908680656575
18,10,116,intervention,-0.0064047936547571
18,30,116,intervention,0.1230100153869184
21,10,116,intervention,-0.02344843979642558
21,30,116,intervention,0.01513919138285124
24,10,116,intervention,0.03256543608422105
24,30,116,intervention,0.03158258463766451
27,10,116,intervention,-0.0199063691325
27,30,116,intervention,0.02551578307727948
30,10,116,intervention,0.0101718388383286
30,30,116,intervention,0.03101144063544262
33,10,116,intervention,0.06443591654695402
33,30,116,intervention,0.01512821313125718
36,10,116,intervention,0.01499938831395638
36,30,116,intervention,0.01187417908086941
39,10,116,intervention,-0.00319800143024442
39,30,116,intervention,0.03626630783959859
42,10,116,intervention,-0.10204942736935955
42,30,116,intervention,-0.02698921717106188
45,10,116,intervention,-0.08686910367494195
45,30,116,intervention,0.03287544681064477
48,10,116,intervention,-6.5116997301162e-4
48,30,116,intervention,-0.0053920172766838996
0,10,117,intervention,-0.04859998342038121
0,30,117,intervention,0.00924844401346602
3,10,117,intervention,-0.01124430781815435
3,30,117,intervention,0.03811563074951446
6,10,117,intervention,-0.06660566213803529
6,30,117,intervention,-0.01910338311648757
9,10,117,intervention,0.02037134023236084
9,30,117,intervention,-0.01876676446620585
12,10,117,intervention,-0.04523989335296031
12,30,117,intervention,-0.04436715226178806
15,10,117,intervention,-0.02280088647719396
15,30,117,intervention,-0.02453911312674688
18,10,117,intervention,-0.04786736781565638
18,30,117,intervention,-0.00215842342016619
21,10,117,intervention,-0.05335260531500772
21,30,117,intervention,-0.06793511717666793
24,10,117,intervention,-0.03855586995299395
24,30,117,intervention,-0.0568242489975896
27,10,117,intervention,-0.03159679135329164
27,30,117,intervention,-0.013744237422514941
30,10,117,intervention,-0.00308793302749422
30,30,117,intervention,-0.00778637466317301
33,10,117,intervention,-0.02482860268101586
33,30,117,intervention,-0.07500428901141018
36,10,117,intervention,-0.05897453641946881
36,30,117,intervention,-0.03753530895064721
39,10,117,intervention,-0.03299401574189479
39,30,117,intervention,-0.07628404773740989
42,10,117,intervention,-0.03992652852877233
42,30,117,intervention,-0.02260562924631356
45,10,117,intervention,-0.02830919378270287
45,30,117,intervention,-0.0454506097238944
48,10,117,intervention,-0.03822049744082702
48,30,117,intervention,-0.02270478667162163
0,10,118,intervention,0.05030996809256329
0,30,118,intervention,0.05499883351507335
3,10,118,intervention,0.03764600990389061
3,30,118,intervention,0.0395416284590349
6,10,118,intervention,0.03201111799082722
6,30,118,intervention,0.05695907765780723
9,10,118,intervention,-0.00907015337704213
9,30,118,intervention,0.06406306737276835
12,10,118,intervention,0.01436849563607994
12,30,118,intervention,0.04753693971573404
15,10,118,intervention,0.0146374454121045
15,30,118,intervention,0.01325759763892595
18,10,118,intervention,0.06505012150750938
18,30,118,intervention,0.02990016689203275
21,10,118,intervention,-0.03174495350744855
21,30,118,intervention,0.03756316521276723
24,10,118,intervention,0.01614336236456946
24,30,118,intervention,-0.00590260824962651
27,10,118,intervention,0.01936295567166409
27,30,118,intervention,0.0680252430918137
