Time,N,Seed,Model,Value
15,10,9,control,0.0504275127686006
15,30,9,control,0.06546405643980847
18,10,9,control,0.07949807545355737
18,30,9,control,0.08165983801263388
21,10,9,control,0.07640107973970404
21,30,9,control,0.07086288176481462
24,10,9,control,0.01549514176755133
24,30,9,control,0.06064090437501905
27,10,9,control,0.02876621881865242
27,30,9,control,0.04678674920664472
30,10,9,control,0.05398200628184713
30,30,9,control,0.0880948745633653
33,10,9,control,0.05923619533589069
33,30,9,control,0.06136164780790725
36,10,9,control,0.06165143156320687
36,30,9,control,0.05111893678426189
39,10,9,control,0.15304361047353135
39,30,9,control,0.07273600120493931
42,10,9,control,0.07027361507910064
42,30,9,control,0.03763269894605639
45,10,9,control,0.02328730119508075
45,30,9,control,0.04359337473000187
48,10,9,control,0.03810563191062959
48,30,9,control,0.06417159964958366
0,10,90,control,-0.08347150304950904
0,30,90,control,-0.09841371583230198
3,10,90,control,-0.02345090544255744
3,30,90,control,-0.05169079510048403
6,10,90,control,-0.08662073491162704
6,30,90,control,-0.06144257902119689
9,10,90,control,-0.0382715386296896
9,30,90,control,-0.08501406406873355
12,10,90,control,-0.08372768984145952
12,30,90,control,-0.04921807576640905
15,10,90,control,-0.02924807723100974
15,30,90,control,-0.10548943797786398
18,10,90,control,-0.12159047578838802
18,30,90,control,-0.07031568987647008
21,10,90,control,-0.06930943871013956
21,30,90,control,-0.05375725565433117
24,10,90,control,-0.08262295875691125
24,30,90,control,-0.06468949522316664
27,10,90,control,-0.06036336770011986
27,30,90,control,-0.06775742546366925
30,10,90,control,-0.08255302149961105
30,30,90,control,-0.04758424817541754
33,10,90,control,-0.08371287611471537
33,30,90,control,-0.1167453618175848
36,10,90,control,-0.07516727840774895
36,30,90,control,-0.05295175508830859
39,10,90,control,-0.10110833235859049
39,30,90,control,-0.08570067688245062
42,10,90,control,-0.05088835450399343
42,30,90,control,-0.03472407844456431
45,10,90,control,-0.05778536109360636
45,30,90,control,-0.0761928782711045
48,10,90,control,-0.01920685720315246
48,30,90,control,-0.11665633749717472
0,10,91,control,0.0997990647672542
0,30,91,control,0.08991886014723396
3,10,91,control,0.12963433655164738
3,30,91,control,0.02857252507518704
6,10,91,control,-0.01032399790859092
6,30,91,control,-0.02298316411900373
9,10,91,control,0.00501813870103431
9,30,91,control,0.01754836677288243
12,10,91,control,-0.1093322959304744
12,30,91,control,0.0078388094293267
15,10,91,control,-0.00744019326483757
15,30,91,control,0.02728059672078251
18,10,91,control,0.00255823029958456
18,30,91,control,0.00769335361635547
21,10,91,control,0.01609462151598231
21,30,91,control,0.02528232148106578
24,10,91,control,-0.04472631382369919
24,30,91,control,0.03976605820067447
27,10,91,control,0.0817032227724578
27,30,91,control,-0.01231912352557205
30,10,91,control,0.06127972344569864
30,30,91,control,0.01682535618604268
33,10,91,control,0.01479278565864137
33,30,91,control,-5.0639781276384e-4
36,10,91,control,0.04954329492618736
36,30,91,control,0.09880574209375764
39,10,91,control,0.02209120082365199
39,30,91,control,0.01770138568248831
42,10,91,control,0.07700829386525163
42,30,91,control,-0.01659278134475073
45,10,91,control,0.05388118063982833
45,30,91,control,0.05034326394212164
48,10,91,control,0.03157463323861074
48,30,91,control,-0.03070713992410945
0,10,92,control,-0.08464549879038469
0,30,92,control,-0.05352605433106219
3,10,92,control,-0.07540672070056476
3,30,92,control,-0.05449048085324154
6,10,92,control,0.02119333562312847
6,30,92,control,0.01542505888762919
9,10,92,control,-0.10844245274301002
9,30,92,control,-0.05520631432733026
12,10,92,control,-0.02759268039040854
12,30,92,control,-0.0088854477488457
15,10,92,control,-0.1058525649991236
15,30,92,control,-0.04888980286060782
18,10,92,control,-0.08624564172073781
18,30,92,control,-0.0651671800228156
21,10,92,control,-0.0534080186414265
21,30,92,control,-0.05576573777959356
24,10,92,control,-0.06101472768576729
24,30,92,control,-0.02821381259736667
27,10,92,control,-0.02747790939620739
27,30,92,control,0.02360124081559177
30,10,92,control,-0.09018838663051416
30,30,92,control,-0.01672985229878634
33,10,92,control,-0.07924394034976102
33,30,92,control,-0.06335924021965511
36,10,92,control,-0.06067442053961244
36,30,92,control,-0.03788037335592941
39,10,92,control,-0.00695616078917725
39,30,92,control,-0.02551147472988462
42,10,92,control,-0.0843154886677247
42,30,92,control,0.01050544115882075
45,10,92,control,-0.06749794801960922
45,30,92,control,-0.01943927318244149
48,10,92,control,0.00744978058060313
48,30,92,control,-0.02777003157022616
0,10,93,control,-0.01258933672455581
0,30,93,control,-0.06491703481048938
3,10,93,control,-0.07839694086369167
3,30,93,control,-0.06300660768855648
6,10,93,control,-0.03187030657147444
6,30,93,control,-0.1056369979608891
9,10,93,control,-0.08396952105220173
9,30,93,control,-0.04378771714367621
12,10,93,control,-0.13761847219196427
12,30,93,control,-0.09374991516824148
15,10,93,control,-0.07364520216108153
15,30,93,control,-0.1569482299577144
18,10,93,control,-0.05661282011383842
18,30,93,control,0.01918092953793753
21,10,93,control,-0.0963403757075654
21,30,93,control,-0.06640539003956414
24,10,93,control,-0.05269098378546159
24,30,93,control,-0.04131296190303914
27,10,93,control,-0.04023072776136434
27,30,93,control,-0.04099472722396573
30,10,93,control,-0.05324436835121329
30,30,93,control,-0.09585321825611748
33,10,93,control,0.01935824768833727
33,30,93,control,-0.09806138413543188
36,10,93,control,-0.02200271362455876
36,30,93,control,-0.05782797396206157
39,10,93,control,-0.02787303892929608
39,30,93,control,8.0729965329362e-4
42,10,93,control,0.01236318311732282
42,30,93,control,-0.08630977711745923
45,10,93,control,-0.03585999941317384
45,30,93,control,-0.02524485752168347
48,10,93,control,-0.02638118558711171
48,30,93,control,-0.04747333049606485
0,10,94,control,-0.06117157458579161
0,30,94,control,-0.02429120787409862
3,10,94,control,-0.0611025114753766
3,30,94,control,-0.00719965099035248
6,10,94,control,-0.02673894513698534
6,30,94,control,0.00195282745928756
9,10,94,control,-0.03325983697481286
9,30,94,control,-0.0359861178687029
12,10,94,control,-0.05221571443099496
12,30,94,control,-0.03301445497787737
15,10,94,control,-0.03903696165955701
15,30,94,control,-0.07331651807327985
18,10,94,control,0.05209571894255438
18,30,94,control,-0.00617008622355873
21,10,94,control,-0.05799989442789824
21,30,94,control,-0.08013948892422228
24,10,94,control,0.0264749052658004
24,30,94,control,-0.02325318592875777
27,10,94,control,-0.07208285425809655
27,30,94,control,-0.03553890924604626
30,10,94,control,-0.03598585105417704
30,30,94,control,-0.05750339027370223
33,10,94,control,-0.05430322516682635
33,30,94,control,-0.02720582636095324
36,10,94,control,-0.08093493787422057
36,30,94,control,-0.03506270158209981
39,10,94,control,-0.05615239412821827
39,30,94,control,-0.03686421614995087
42,10,94,control,7.4100056213519e-4
42,30,94,control,0.02128745734597768
45,10,94,control,0.00228964594255622
45,30,94,control,-0.02734215541845025
48,10,94,control,-0.02850220476748161
48,30,94,control,-0.05678585143934685
0,10,95,control,-0.02647345775993743
0,30,95,control,-0.04999621569794218
3,10,95,control,-0.02978913815121776
3,30,95,control,-0.06680682260076176
6,10,95,control,0.00394766143460301
6,30,95,control,-0.04337738821187976
9,10,95,control,-0.02285485228014813
9,30,95,control,-0.05112195652382349
12,10,95,control,0.02193633115883031
12,30,95,control,-0.0663476771901105
15,10,95,control,-0.01875684896049258
15,30,95,control,-0.04029541178917016
18,10,95,control,-0.01665891782315514
18,30,95,control,-0.05705886223479513
21,10,95,control,-0.01247299298630454
21,30,95,control,-0.07829119829080385
24,10,95,control,-0.05705965916011054
24,30,95,control,-0.04378561378351554
27,10,95,control,-0.04565162842364797
27,30,95,control,-0.04278684332834762
30,10,95,control,-0.02054257874449583
30,30,95,control,-0.0778013208670666
33,10,95,control,-0.05879513444024134
33,30,95,control,-0.06598449128794431
36,10,95,control,-0.03954558002905162
36,30,95,control,-0.08179525296605264
39,10,95,control,-0.03214634980027853
39,30,95,control,-0.04605003975570099
42,10,95,control,-0.0077885755503887
42,30,95,control,-0.0440866249328093
45,10,95,control,-0.02246001112134775
45,30,95,control,-0.07625959209340503
48,10,95,control,-0.03717971103043858
48,30,95,control,-0.0663379442495783
0,10,96,control,-0.07370658834185079
0,30,96,control,-0.06554818659965286
3,10,96,control,-0.04305017165405869
3,30,96,control,-0.00841148883498517
6,10,96,control,-0.02779249376667576
6,30,96,control,-0.01481069849594141
9,10,96,control,-0.07750441650659272
9,30,96,control,-0.01561166929118923
12,10,96,control,-0.01579488846474817
12,30,96,control,-0.04479050151172804
15,10,96,control,-0.01142451615453032
15,30,96,control,-0.01451662102254393
18,10,96,control,-0.0531205902104879
18,30,96,control,-0.05023094985149436
21,10,96,control,-0.02638163119769623
21,30,96,control,-0.04114261283323339
24,10,96,control,-0.08270203790585062
24,30,96,control,-0.02930124008183405
27,10,96,control,-0.05124964810917176
27,30,96,control,-0.02754291921653403
30,10,96,control,-0.03983873964502697
30,30,96,control,-0.02864177520852136
33,10,96,control,-0.01160163324544619
33,30,96,control,-0.0195361244514418
36,10,96,control,-0.02365922441480221
36,30,96,control,-0.03565494030264428
39,10,96,control,-0.04127187576566509
39,30,96,control,-0.05746812596249134
42,10,96,control,-0.04034282468712737
42,30,96,control,-0.04897127179617175
45,10,96,control,-0.04194227724500009
45,30,96,control,-0.02419792227697643
48,10,96,control,-0.01490565435802723
48,30,96,control,-0.03668027066807095
0,10,97,control,-0.05437857748549649
0,30,97,control,-0.02797627839519526
3,10,97,control,0.01910852122058452
3,30,97,control,-0.03953312429656662
6,10,97,control,-0.04270208085998905
6,30,97,control,-0.03096133912407171
9,10,97,control,0.0774454343963354
9,30,97,control,-0.01566849545120045
12,10,97,control,-0.02549027409795985
12,30,97,control,-0.02804377585030719
15,10,97,control,-0.01764423129508081
15,30,97,control,-0.04400313194979314
18,10,97,control,-0.02384703612497447
18,30,97,control,0.00845637145881477
21,10,97,control,-0.03554576462954188
21,30,97,control,-0.04676738011714331
24,10,97,control,-0.04490306296523154
24,30,97,control,0.0106791929785975
27,10,97,control,0.00133243181793119
27,30,97,control,-0.05889501416408888
30,10,97,control,-0.05812234891782197
30,30,97,control,-0.06024508678817757
33,10,97,control,-0.053833116709528
33,30,97,control,-0.02912227871246421
36,10,97,control,0.09303870537592768
36,30,97,control,-0.00274579489641981
39,10,97,control,0.07205796540160311
39,30,97,control,0.04434328557593298
42,10,97,control,-0.0343164006831252
42,30,97,control,0.00579528424227328
45,10,97,control,0.03420163879021163
45,30,97,control,-0.01379340242652719
48,10,97,control,-0.0278748778902238
48,30,97,control,-0.04878128055210836
0,10,98,control,-0.0233517027673437
0,30,98,control,-0.1041920939906132
3,10,98,control,-0.07660517011893984
3,30,98,control,-0.11748526287525386
6,10,98,control,-0.07131366324397165
6,30,98,control,-0.09297728639703357
9,10,98,control,-0.06250913598960421
9,30,98,control,-0.06002935856548565
12,10,98,control,-0.1037087651124844
12,30,98,control,-0.07399241179095722
15,10,98,control,0.01197106414375109
15,30,98,control,-0.01870039355787965
18,10,98,control,-0.06017073264248704
18,30,98,control,-0.11445664526011189
21,10,98,control,-0.05955541829926428
21,30,98,control,-0.1431576435417641
24,10,98,control,-0.06070127069236442
24,30,98,control,-0.04436369479267917
27,10,98,control,-0.0732181806694664
27,30,98,control,-0.0805048602507448
30,10,98,control,-0.02887657055864524
30,30,98,control,-0.03110275562048889
33,10,98,control,-0.08718177878188892
33,30,98,control,-0.0855433084607445
36,10,98,control,-0.04413652987359467
36,30,98,control,-0.13009754323839612
39,10,98,control,-0.0692578342034056
39,30,98,control,-0.09409501274405745
42,10,98,control,0.00253432018492265
42,30,98,control,-0.05662370178992444
45,10,98,control,-0.02752145047858423
45,30,98,control,-0.09373774617054352
48,10,98,control,-0.06072517257464843
48,30,98,control,-0.04696085181307758
0,10,99,control,0.02912926588615137
0,30,99,control,-0.01895240883230777
3,10,99,control,-0.04009869090946608
3,30,99,control,-0.03001656266812378
6,10,99,control,-0.03699156761345723
6,30,99,control,-0.02564656625813808
9,10,99,control,-0.01963224275481035
9,30,99,control,0.00994301337379313
12,10,99,control,-0.03675133559961183
12,30,99,control,-0.02171146344320704
15,10,99,control,0.00930866426272431
15,30,99,control,0.02027580301809507
18,10,99,control,-0.10106386421380678
18,30,99,control,-0.02850762540862424
21,10,99,control,0.01940827596188647
21,30,99,control,-0.0365244947775788
24,10,99,control,-0.02531398445378883
24,30,99,control,-0.01388414054964677
27,10,99,control,0.01967546146523649
27,30,99,control,0.0052811060527144
30,10,99,control,0.00972523523006558
30,30,99,control,0.03688785482237661
33,10,99,control,-0.07325340157420525
33,30,99,control,0.02171586032341203
36,10,99,control,-0.00458683477068877
36,30,99,control,-0.03081948618786121
39,10,99,control,0.02281009044630375
39,30,99,control,0.00573623845996414
42,10,99,control,-0.01815841337923114
42,30,99,control,0.00321534302110379
45,10,99,control,-0.02867481119764627
45,30,99,control,-0.00823511322250848
48,10,99,control,-0.01003220776228118
48,30,99,control,0.03252543750770612
0,10,1,intervention,0.09561977832768072
0,30,1,intervention,0.08527075901131996
3,10,1,intervention,0.0905539297966995
3,30,1,intervention,0.09885987953079504
6,10,1,intervention,0.05901089703514505
6,30,1,intervention,0.1970471238973686
9,10,1,intervention,0.02918548231488716
9,30,1,intervention,0.0944422159273811
12,10,1,intervention,0.1096801191925348
12,30,1,intervention,0.09365675639321852
15,10,1,intervention,-0.00401074844454108
15,30,1,intervention,0.11953372902625196
18,10,1,intervention,0.1157388337691926
18,30,1,intervention,0.11637719124005176
21,10,1,intervention,-0.00809810984275551
21,30,1,intervention,0.02463933689582819
24,10,1,intervention,-0.03522203094888911
24,30,1,intervention,-0.03411667852501313
27,10,1,intervention,-0.06816814293210369
27,30,1,intervention,0.01292498901024798
30,10,1,intervention,0.0744751048466516
30,30,1,intervention,-0.02996060010831778
33,10,1,intervention,-0.10964499596155754
33,30,1,intervention,0.01117790492884891
36,10,1,intervention,0.06631618302393182
36,30,1,intervention,-0.04081634231769002
39,10,1,intervention,0.01588292797301562
39,30,1,intervention,0.05441475362268119
42,10,1,intervention,-0.06563062271134515
42,30,1,intervention,-0.07060094551599672
45,10,1,intervention,-0.11198663642290212
45,30,1,intervention,-0.06262686919826639
48,10,1,intervention,0.01737202719938646
48,30,1,intervention,-0.04859453919786107
0,10,10,intervention,0.02360688298719848
0,30,10,intervention,0.15023808474650396
3,10,10,intervention,0.06389395311414839
3,30,10,intervention,0.10904814800549333
6,10,10,intervention,0.13819176742939776
6,30,10,intervention,0.1445744787673801
9,10,10,intervention,0.00607123114989792
9,30,10,intervention,0.10195206508367773
12,10,10,intervention,0.05613292425897161
12,30,10,intervention,0.10477395431531972
15,10,10,intervention,0.1149667571172919
15,30,10,intervention,0.10374399439330977
18,10,10,intervention,0.03172084762965036
18,30,10,intervention,0.11607089574078948
21,10,10,intervention,0.03926380780912111
21,30,10,intervention,0.09977569300054664
24,10,10,intervention,0.0812045277627333
24,30,10,intervention,0.10795034083124803
27,10,10,intervention,0.03640328449587309
27,30,10,intervention,0.11332004094802692
30,10,10,intervention,0.05782131663670674
30,30,10,intervention,0.08604892640244041
33,10,10,intervention,0.01906562704866416
33,30,10,intervention,0.02852761905383423
36,10,10,intervention,0.03600891410702006
36,30,10,intervention,0.05206298797728695
39,10,10,intervention,0.06882791544156426
39,30,10,intervention,0.10641824153855932
42,10,10,intervention,0.07743086400527281
42,30,10,intervention,0.09629806031954932
45,10,10,intervention,0.03988921091590756
45,30,10,intervention,0.06452360977679335
48,10,10,intervention,2.349795759009e-4
48,30,10,intervention,0.06239022369522348
0,10,100,intervention,-0.02018467583434707
0,30,100,intervention,0.05950178464343295
3,10,100,intervention,0.04631696645205084
3,30,100,intervention,0.10197787829646016
6,10,100,intervention,0.03703836492198546
6,30,100,intervention,0.09185741670246904
9,10,100,intervention,0.05300570355457382
9,30,100,intervention,0.05737973686885638
12,10,100,intervention,0.03187756548185232
12,30,100,intervention,0.06952362233068024
15,10,100,intervention,-9.42590927068e-4
15,30,100,intervention,0.04549408971551763
18,10,100,intervention,0.04518725833675253
18,30,100,intervention,0.07239994651211067
21,10,100,intervention,0.0463584888624244
21,30,100,intervention,0.08541700914980502
24,10,100,intervention,0.03954745951949724
24,30,100,intervention,0.00825773432992521
27,10,100,intervention,0.00963381592552038
27,30,100,intervention,0.00937451353311864
30,10,100,intervention,-0.012519611437890951
30,30,100,intervention,0.03898760643244124
33,10,100,intervention,-0.03170509676241036
33,30,100,intervention,-9.8022352601681e-4
36,10,100,intervention,0.04061531639395901
36,30,100,intervention,0.01420256100635457
39,10,100,intervention,-0.02320404540041411
39,30,100,intervention,-0.03345375216238224
42,10,100,intervention,-0.02479099222155604
42,30,100,intervention,-0.01265069152468238
45,10,100,intervention,0.04755557162536013
45,30,100,intervention,0.04602460556849625
48,10,100,intervention,0.01447273584382336
48,30,100,intervention,0.04686578714226188
0,10,101,intervention,0.04923772615527957
0,30,101,intervention,0.1575454509172868
3,10,101,intervention,0.05908986051061735
3,30,101,intervention,0.16807548523863297
6,10,101,intervention,0.06616889596236203
6,30,101,intervention,0.06562937823548025
9,10,101,intervention,0.10375757537984666
9,30,101,intervention,0.1278270886680992
12,10,101,intervention,0.06327710474140097
12,30,101,intervention,0.08169528211954066
15,10,101,intervention,0.15763908602542587
15,30,101,intervention,0.10880178382240016
18,10,101,intervention,0.08089792622559344
18,30,101,intervention,0.08349048886158088
21,10,101,intervention,0.12071456416491474
21,30,101,intervention,0.10884464206649824
24,10,101,intervention,0.07440498630678627
24,30,101,intervention,0.05853770134690937
27,10,101,intervention,0.04386120268819191
27,30,101,intervention,0.11477098667025064
30,10,101,intervention,0.09081988177807612
30,30,101,intervention,0.12116300067224207
33,10,101,intervention,0.09422325131535358
33,30,101,intervention,0.07074356525557793
36,10,101,intervention,0.06987748189671227
36,30,101,intervention,0.05692502527116979
39,10,101,intervention,0.08017864581376583
39,30,101,intervention,0.1017327106439636
42,10,101,intervention,0.07124866965149408
42,30,101,intervention,0.11752159049647566
45,10,101,intervention,0.05434110258233161
45,30,101,intervention,0.05035867448116205
48,10,101,intervention,0.08560386241964381
48,30,101,intervention,0.05539411508409966
0,10,102,intervention,0.09507542591138857
0,30,102,intervention,0.03873289390509044
3,10,102,intervention,0.06799159721739284
3,30,102,intervention,0.103844846388993
6,10,102,intervention,0.0750828663769955
6,30,102,intervention,0.12622517949362677
9,10,102,intervention,0.07086724097719732
9,30,102,intervention,0.10209443299807602
12,10,102,intervention,0.05819115986058747
12,30,102,intervention,0.02468311675803541
15,10,102,intervention,0.0342476695822999
15,30,102,intervention,0.06233741242763471
18,10,102,intervention,0.08848226142746489
18,30,102,intervention,0.04140849701052272
21,10,102,intervention,0.00355992264372965
21,30,102,intervention,0.07533254355188593
24,10,102,intervention,0.05100777566222589
24,30,102,intervention,0.07109521103780186
27,10,102,intervention,0.00662396814514453
27,30,102,intervention,0.01214487978914592
30,10,102,intervention,0.02710935216168011
30,30,102,intervention,0.04726391877994986
33,10,102,intervention,0.08975231724710436
33,30,102,intervention,0.01243086786301811
36,10,102,intervention,0.03180659298160494
36,30,102,intervention,-2.4712142067016e-4
39,10,102,intervention,0.01365968248837718
39,30,102,intervention,0.01828057501560142
42,10,102,intervention,0.04773003972185369
42,30,102,intervention,-0.0013003224066253
45,10,102,intervention,-0.02065402119897838
45,30,102,intervention,0.00670948123741353
48,10,102,intervention,0.04026740325554942
48,30,102,intervention,0.03826044019541918
0,10,103,intervention,-0.08470985550299845
0,30,103,intervention,0.00978918375260677
3,10,103,intervention,-0.01916882599270416
3,30,103,intervention,0.00225011962748782
6,10,103,intervention,0.02425122616055093
6,30,103,intervention,0.03378298824248201
9,10,103,intervention,-0.05485769663107018
9,30,103,intervention,-0.08248536669730049
12,10,103,intervention,-0.01744032938440702
12,30,103,intervention,-0.00402205422886098
15,10,103,intervention,-0.06918815916504537
15,30,103,intervention,-0.01667452276806099
18,10,103,intervention,-0.03161924839870427
18,30,103,intervention,-0.00853973024658055
21,10,103,intervention,-0.07400167354605615
21,30,103,intervention,0.04211696058386464
24,10,103,intervention,-0.02141788075076225
24,30,103,intervention,0.02794131142459004
27,10,103,intervention,-0.03302599677843423
27,30,103,intervention,-0.03393266111532312
30,10,103,intervention,-0.07944161303601345
30,30,103,intervention,0.00662234797637309
33,10,103,intervention,-0.07514690331538722
33,30,103,intervention,-0.02121466925829546
36,10,103,intervention,-0.06556385555444179
36,30,103,intervention,-0.0202297357819493
39,10,103,intervention,-0.03188483972007733
39,30,103,intervention,-0.05347181291030191
42,10,103,intervention,0.0080094634218147
42,30,103,intervention,-6.0069986550639e-4
45,10,103,intervention,-0.01961285394962567
45,30,103,intervention,-0.00277665741530215
48,10,103,intervention,0.00235960174932107
48,30,103,intervention,-0.02244322771308103
0,10,104,intervention,-0.05702261123504806
0,30,104,intervention,-0.04383567518674559
3,10,104,intervention,-0.04398630395579966
3,30,104,intervention,-0.0233393253371124
6,10,104,intervention,-0.0703148157534851
6,30,104,intervention,-0.02975861679755808
9,10,104,intervention,-0.09669814609859022
9,30,104,intervention,-0.09525051186376812
12,10,104,intervention,0.03456198435099809
12,30,104,intervention,0.05545473455155272
15,10,104,intervention,-0.03739684070809484
15,30,104,intervention,-0.04755098037792725
18,10,104,intervention,-0.07762022526846796
18,30,104,intervention,-0.00526239972334166
21,10,104,intervention,-0.03404623038095956
21,30,104,intervention,0.02052939027743737
24,10,104,intervention,-0.08095819838146645
24,30,104,intervention,-0.05665523656848103
27,10,104,intervention,-0.07461306423404493
27,30,104,intervention,-0.09327331937234332
30,10,104,intervention,-0.05095588606330944
30,30,104,intervention,-0.06234250705562543
33,10,104,intervention,-0.1045232090090079
33,30,104,intervention,-0.12851162892875945
36,10,104,intervention,-0.03261739578706512
36,30,104,intervention,-0.08627386781805345
39,10,104,intervention,-0.05566224971722654
39,30,104,intervention,-0.08321141081310135
42,10,104,intervention,-0.0813298131366894
42,30,104,intervention,-0.07283543842132179
45,10,104,intervention,-0.01721804296581837
45,30,104,intervention,-0.10482226290299768
48,10,104,intervention,-0.04452004399964295
48,30,104,intervention,-0.07085093840065493
0,10,105,intervention,0.08286833003614573
0,30,105,intervention,0.05161223449375721
3,10,105,intervention,3.1953687102313716e-5
3,30,105,intervention,0.0305725148541445
6,10,105,intervention,0.04323846618484477
6,30,105,intervention,0.03013839864710658
9,10,105,intervention,0.06756723363983787
9,30,105,intervention,0.04156419235285789
12,10,105,intervention,0.02336471698958439
12,30,105,intervention,0.03735189971283993
15,10,105,intervention,9.9182720283746e-4
15,30,105,intervention,0.02992265817941012
18,10,105,intervention,0.01017151127736662
18,30,105,intervention,0.05569592669377011
21,10,105,intervention,0.08509318135726157
21,30,105,intervention,0.02464486628131643
24,10,105,intervention,0.06384274972084573
24,30,105,intervention,0.03205788613345643
27,10,105,intervention,0.04005553232839237
27,30,105,intervention,0.05964752070539175
30,10,105,intervention,0.06467385783378234
30,30,105,intervention,0.04406967198853277
33,10,105,intervention,0.03952219414026925
33,30,105,intervention,0.03121961980031786
36,10,105,intervention,-0.04312848092673002
36,30,105,intervention,0.04153333011103902
39,10,105,intervention,-0.00674869438508813
39,30,105,intervention,-3.17012865432e-4
42,10,105,intervention,0.00701228485948337
42,30,105,intervention,0.0173675899256465
45,10,105,intervention,0.00245635174389373
45,30,105,intervention,0.00138259768721403
48,10,105,intervention,0.1056129850966884
48,30,105,intervention,0.0693442236405897
0,10,106,intervention,-1.5375398377285405e-5
0,30,106,intervention,0.04022789107532135
3,10,106,intervention,0.04694401452234353
3,30,106,intervention,0.04179283457989998
6,10,106,intervention,0.04442897928545177
6,30,106,intervention,0.05422230722116826
9,10,106,intervention,0.06055277583178534
9,30,106,intervention,0.06434473318812566
12,10,106,intervention,-0.02107953322267932
12,30,106,intervention,0.05719582692973769
15,10,106,intervention,0.01290320799662349
15,30,106,intervention,0.06129715836870228
18,10,106,intervention,0.02109780790995753
18,30,106,intervention,0.03055774807336736
21,10,106,intervention,-0.05889466556988919
21,30,106,intervention,-0.03509517527855668
24,10,106,intervention,-0.00864780081940541
24,30,106,intervention,0.00143590086550509
27,10,106,intervention,-0.03250385858853088
27,30,106,intervention,-0.03458911828348825
30,10,106,intervention,0.00641839750589466
30,30,106,intervention,-0.01467964215320378
33,10,106,intervention,-0.06518348657092492
33,30,106,intervention,-0.01625362580592962
36,10,106,intervention,-0.01718703663166931
36,30,106,intervention,0.00180193439787132
39,10,106,intervention,0.04809779784841422
39,30,106,intervention,-0.02403054749715322
42,10,106,intervention,0.06719239718582708
42,30,106,intervention,0.04815867074447608
45,10,106,intervention,0.02317473919523235
45,30,106,intervention,-0.02708717382250351
48,10,106,intervention,-0.02194746185010307
48,30,106,intervention,-0.05267315947367058
0,10,107,intervention,0.01913460799676358
0,30,107,intervention,0.01758825406898378
3,10,107,intervention,0.02847966469814496
3,30,107,intervention,-0.01741850610851439
6,10,107,intervention,0.00940127957083442
6,30,107,intervention,0.02143496474850071
9,10,107,intervention,-0.03304957442083982
9,30,107,intervention,0.03071012989263222
12,10,107,intervention,-0.03081199769566002
12,30,107,intervention,0.03306880288202075
15,10,107,intervention,-0.04102891352528101
15,30,107,intervention,-0.04058665723514711
18,10,107,intervention,-0.04808147086809888
18,30,107,intervention,-0.01622976589458267
21,10,107,intervention,0.0010058039224743
21,30,107,intervention,3.5490451250166e-4
24,10,107,intervention,-0.11897040179211373
24,30,107,intervention,-0.05777504611340655
27,10,107,intervention,-0.07730247603622994
27,30,107,intervention,-0.02113331486050629
30,10,107,intervention,-0.08434829082423505
30,30,107,intervention,-0.03173312963675646
33,10,107,intervention,-0.023341674284036
33,30,107,intervention,-0.04401862756265148
36,10,107,intervention,-0.04007524929471816
36,30,107,intervention,-0.0674986815536039
39,10,107,intervention,-0.07287621223735097
39,30,107,intervention,-0.13881227438362864
42,10,107,intervention,-0.08763582194591661
42,30,107,intervention,-0.08286873728933483
45,10,107,intervention,-0.08498578938346735
45,30,107,intervention,-0.07015178232485247
48,10,107,intervention,-0.03678482209739684
48,30,107,intervention,-0.08525060864266795
0,10,108,intervention,0.32172049126285823
0,30,108,intervention,0.19418123076171373
3,10,108,intervention,0.11512594318062916
3,30,108,intervention,0.27165151138031124
6,10,108,intervention,0.18765754853387895
6,30,108,intervention,0.19973184274255715
9,10,108,intervention,0.1144393563547133
9,30,108,intervention,0.14383151387002205
12,10,108,intervention,0.12451057312619096
12,30,108,intervention,0.05650084361517162
15,10,108,intervention,0.14458275041487964
15,30,108,intervention,0.13807348637263742
18,10,108,intervention,0.04118562310395578
18,30,108,intervention,0.01027545986224464
21,10,108,intervention,0.04443971942454026
21,30,108,intervention,0.07075455644613116
24,10,108,intervention,0.01556963793099032
24,30,108,intervention,0.0418957533028443
27,10,108,intervention,0.09064843823456764
27,30,108,intervention,0.10597005364967618
30,10,108,intervention,-0.04203460411289123
30,30,108,intervention,0.0344592107004673
33,10,108,intervention,-0.01593838696421872
33,30,108,intervention,-3.6404394286888e-4
36,10,108,intervention,-0.08476442689856749
36,30,108,intervention,-0.02795862792586832
39,10,108,intervention,0.02990836270011057
39,30,108,intervention,0.0792266967050096
42,10,108,intervention,0.16300335953362668
42,30,108,intervention,0.01336784628797543
45,10,108,intervention,0.01757792499041066
45,30,108,intervention,-0.03928854700191181
48,10,108,intervention,-0.04768219399110336
48,30,108,intervention,-0.08863836232104932
0,10,109,intervention,0.03741423322105809
0,30,109,intervention,0.07646059566933171
3,10,109,intervention,0.06041393164656009
3,30,109,intervention,0.06887464656153773
6,10,109,intervention,0.05084122663062387
6,30,109,intervention,0.07420628106234957
9,10,109,intervention,0.04749177441105485
9,30,109,intervention,0.04986969146781053
12,10,109,intervention,0.00584500028431873
12,30,109,intervention,0.03577039508460028
15,10,109,intervention,0.01358319964749397
15,30,109,intervention,0.04787526327360496
18,10,109,intervention,0.00219073832694335
