Seed,Model,Ne
120,intervention,29815
121,intervention,37371
122,intervention,32182
123,intervention,34970
124,intervention,22460
125,intervention,18058
126,intervention,20363
127,intervention,23223
128,intervention,17319
129,intervention,25114
13,intervention,21955
130,intervention,29148
131,intervention,53866
132,intervention,21995
133,intervention,55646
134,intervention,27223
135,intervention,33455
136,intervention,35395
137,intervention,42511
138,intervention,35847
139,intervention,31118
14,intervention,13443
140,intervention,25029
141,intervention,35574
142,intervention,26787
143,intervention,32710
144,intervention,23577
145,intervention,20897
146,intervention,21980
147,intervention,21312
148,intervention,20038
149,intervention,44637
15,intervention,31049
150,intervention,20827
151,intervention,29676
152,intervention,32950
153,intervention,61407
154,intervention,27068
155,intervention,30631
156,intervention,20021
157,intervention,25981
158,intervention,25037
159,intervention,20591
16,intervention,23602
160,intervention,23603
161,intervention,25043
162,intervention,28380
163,intervention,45970
164,intervention,35599
165,intervention,17115
166,intervention,22692
167,intervention,45395
168,intervention,18786
169,intervention,31071
17,intervention,28127
170,intervention,36980
171,intervention,16406
172,intervention,31540
173,intervention,31595
174,intervention,29058
175,intervention,30542
176,intervention,23398
177,intervention,31980
178,intervention,34322
179,intervention,29728
18,intervention,19037
180,intervention,16997
181,intervention,26736
182,intervention,21117
183,intervention,21168
184,intervention,21985
185,intervention,40646
186,intervention,34796
187,intervention,34609
188,intervention,41527
189,intervention,32672
19,intervention,48089
190,intervention,38804
191,intervention,23792
192,intervention,29492
193,intervention,38346
194,intervention,33394
195,intervention,35576
196,intervention,29220
197,intervention,48384
198,intervention,20459
199,intervention,19526
2,intervention,29525
20,intervention,24401
200,intervention,33891
21,intervention,33698
22,intervention,29493
23,intervention,25727
24,intervention,29278
25,intervention,23096
26,intervention,44212
27,intervention,37982
28,intervention,23951
29,intervention,23597
3,intervention,34810
30,intervention,30879
31,intervention,30141
32,intervention,44396
33,intervention,26918
34,intervention,30543
35,intervention,24046
36,intervention,30785
37,intervention,23570
38,intervention,33425
39,intervention,22949
4,intervention,26682
40,intervention,17167
41,intervention,21751
42,intervention,40150
43,intervention,23029
44,intervention,27820
45,intervention,31944
46,intervention,21446
47,intervention,35841
48,intervention,27597
49,intervention,17949
5,intervention,27007
50,intervention,37985
51,intervention,42574
52,intervention,36136
53,intervention,15496
54,intervention,30995
55,intervention,24263
56,intervention,14103
57,intervention,45973
58,intervention,15196
59,intervention,32130
6,intervention,27694
60,intervention,18235
61,intervention,40023
62,intervention,26651
63,intervention,19379
64,intervention,29911
65,intervention,22202
66,intervention,30297
67,intervention,44009
68,intervention,39695
69,intervention,27329
7,intervention,17012
70,intervention,27702
71,intervention,28981
72,intervention,24137
73,intervention,19805
74,intervention,15233
75,intervention,30528
76,intervention,25502
77,intervention,29124
78,intervention,34870
79,intervention,29836
8,intervention,73208
80,intervention,27704
81,intervention,38808
82,intervention,15941
83,intervention,29532
84,intervention,42737
85,intervention,22844
86,intervention,41413
87,intervention,25625
88,intervention,23641
89,intervention,28170
9,intervention,32248
90,intervention,22531
91,intervention,41385
92,intervention,21217
93,intervention,37469
94,intervention,20425
95,intervention,41014
96,intervention,18303
97,intervention,32492
98,intervention,38532
99,intervention,32453
