Seed,Model,Ne
115,intervention,28564
116,intervention,28140
117,intervention,29974
118,intervention,29649
119,intervention,34958
12,intervention,32186
120,intervention,31803
121,intervention,34009
122,intervention,27186
123,intervention,32645
124,intervention,27750
125,intervention,30688
126,intervention,33691
127,intervention,32624
128,intervention,31142
129,intervention,28715
13,intervention,23753
130,intervention,30056
131,intervention,37268
132,intervention,33309
133,intervention,28911
134,intervention,30985
135,intervention,32376
136,intervention,28480
137,intervention,25467
138,intervention,27634
139,intervention,31748
14,intervention,29804
140,intervention,29148
141,intervention,28592
142,intervention,29378
143,intervention,33007
144,intervention,28099
145,intervention,33885
146,intervention,32618
147,intervention,30513
148,intervention,27304
149,intervention,28006
15,intervention,34770
150,intervention,27179
151,intervention,29714
152,intervention,34048
153,intervention,25803
154,intervention,28016
155,intervention,23484
156,intervention,26444
157,intervention,30043
158,intervention,29839
159,intervention,29977
16,intervention,28429
160,intervention,27898
161,intervention,25712
162,intervention,33689
163,intervention,27370
164,intervention,24913
165,intervention,27207
166,intervention,29040
167,intervention,25958
168,intervention,30094
169,intervention,36113
17,intervention,30914
170,intervention,33173
171,intervention,30943
172,intervention,26349
173,intervention,30916
174,intervention,24069
175,intervention,29280
176,intervention,26890
177,intervention,28796
178,intervention,28993
179,intervention,29073
18,intervention,26613
180,intervention,27951
181,intervention,29884
182,intervention,26309
183,intervention,31307
184,intervention,29244
185,intervention,31993
186,intervention,29200
187,intervention,32617
188,intervention,28355
189,intervention,27652
19,intervention,29364
190,intervention,31330
191,intervention,28147
192,intervention,28608
193,intervention,28699
194,intervention,25084
195,intervention,29634
196,intervention,33658
197,intervention,29733
198,intervention,32040
199,intervention,32373
2,intervention,25163
20,intervention,34498
200,intervention,28580
21,intervention,28321
22,intervention,35564
23,intervention,27711
24,intervention,25607
25,intervention,29496
26,intervention,29225
27,intervention,33655
28,intervention,22981
29,intervention,27747
3,intervention,34899
30,intervention,29600
31,intervention,33696
32,intervention,27454
33,intervention,31000
34,intervention,27363
35,intervention,30526
36,intervention,25191
37,intervention,31101
38,intervention,25450
39,intervention,28162
4,intervention,30708
40,intervention,28096
41,intervention,30683
42,intervention,33050
43,intervention,29076
44,intervention,24836
45,intervention,38589
46,intervention,23992
47,intervention,34092
48,intervention,35693
49,intervention,24904
5,intervention,28242
50,intervention,31961
51,intervention,29397
52,intervention,29914
53,intervention,29140
54,intervention,29949
55,intervention,34639
56,intervention,27169
57,intervention,29392
58,intervention,27112
59,intervention,29493
6,intervention,26870
60,intervention,29379
61,intervention,35886
62,intervention,36571
63,intervention,27559
64,intervention,37909
65,intervention,32582
66,intervention,27784
67,intervention,35241
68,intervention,32767
69,intervention,29224
7,intervention,29322
70,intervention,29167
71,intervention,30904
72,intervention,25031
73,intervention,31048
74,intervention,26150
75,intervention,31386
76,intervention,27040
77,intervention,27832
78,intervention,33856
79,intervention,33053
8,intervention,30219
80,intervention,30312
81,intervention,32069
82,intervention,26235
83,intervention,35862
84,intervention,32264
85,intervention,33651
86,intervention,28143
87,intervention,36469
88,intervention,31026
89,intervention,26244
9,intervention,31358
90,intervention,31195
91,intervention,26639
92,intervention,31424
93,intervention,31097
94,intervention,26331
95,intervention,26702
96,intervention,27762
97,intervention,29124
98,intervention,28443
99,intervention,31455
