Seed,Model,Ne
34,intervention,27247
35,intervention,42316
36,intervention,33816
37,intervention,22290
38,intervention,28559
39,intervention,57218
4,intervention,37567
40,intervention,38561
41,intervention,29427
42,intervention,12168
43,intervention,18720
44,intervention,18603
45,intervention,44462
46,intervention,26457
47,intervention,28932
48,intervention,31142
49,intervention,23656
5,intervention,24707
50,intervention,16242
51,intervention,33442
52,intervention,34537
53,intervention,34552
54,intervention,17637
55,intervention,29668
56,intervention,21028
57,intervention,30157
58,intervention,16006
59,intervention,24368
6,intervention,29523
60,intervention,35595
61,intervention,37005
62,intervention,27022
63,intervention,24527
64,intervention,38512
65,intervention,19620
66,intervention,24067
67,intervention,26770
68,intervention,16103
69,intervention,35814
7,intervention,29801
70,intervention,49203
71,intervention,26733
72,intervention,27846
73,intervention,28304
74,intervention,35092
75,intervention,22796
76,intervention,19138
77,intervention,42966
78,intervention,15999
79,intervention,42142
8,intervention,33100
80,intervention,18056
81,intervention,18762
82,intervention,30986
83,intervention,30217
84,intervention,25048
85,intervention,22809
86,intervention,43168
87,intervention,27020
88,intervention,24419
89,intervention,41084
9,intervention,40592
90,intervention,29323
91,intervention,55417
92,intervention,22723
93,intervention,45681
94,intervention,38387
95,intervention,42991
96,intervention,29206
97,intervention,30553
98,intervention,15425
99,intervention,41535
